text,source,category,class
ধন্যবাদ আমি ভুল করছি বলে আপনি বলরে পারচেন তেমনি আপনে ভুল ছিনতা বাভনা করতে ছেন। কারন আপনে নিজেকে নিজে হুরু বাভতে ছেন।,bangla_comment_dataset,Safe,Safe
"“সবার জন্য সব সত্য,আমার জন্য অভিনয়”",BanglaSAPM,Unsafe,Suicidal
আরে আপনারা ে। নিজেকে অনেক বড় মনে করেন তাইনা আপনাদেরকে তো আমরা ওপরে উঠাইছি।হিরো আলম ভাই এগিয়ে যান।,bangla_comment_dataset,Safe,Safe
"টিনের চালে কাউয়া
মডেল আরিফ তুমি আমার সাউয়া",toxic_comments,Unsafe,Adult
"মানবচরিত্রের অনেক বৈশিষ্ট্যের মধ্যে একটি বিশেষ বৈশিষ্ট্য হচ্ছে আত্মপ্রতারণা। মানুষ প্রায়ই আত্মপ্রতারণা করে থাকে। তার মধ্যে উল্লেখযোগ্য একটি আত্মপ্রতারণা হচ্ছে,
""রোযার বন্ধে সব জমানো পড়া শেষ করে ফেলবো।""",BanglaSAPM,Safe,Safe
আমারা খুব হতাশ হয়ে পরেছিলাম। এত্তো এত্তো কান্না করেছি তা বলার মতোনা।,BanglaSAPM,Safe,Safe
"যখন ইচ্ছে করে হারিয়ে যেতে সাগরের অই নোনা জলে সেই পুরুষ মানুষ টা অসম্ভব সুন্দর,যে রাগের মাঝেও একজন নারীর সাথে কথা বলার ভদ্রতা ভুলে যায় না।",BanglaSAPM,Safe,Safe
বদনা হালা,toxic_comments,Unsafe,Harmful
"প্রিয়, সালাম, প্লিজ,একটু মেসেঞ্জারে আসুন আপনার সাথে জরুরি কথা আছে?  ধন্যবাদ",bangla_comment_dataset,Safe,Safe
আমি নিজেকে অসহায় বোধ করছি আমি আপনার অসুস্থতার সাথে লড়াই করতে পারছি না সেই কষ্ট থেকে আমি আপনাকে বের করে আনতে পারছি না আজ আমি নিজেকে অসহায় বোধ করছি,BanglaSAPM,Safe,Safe
কষ্ট নিয়ে জীবন শুরু কষ্ট নিয়ে শেষ কষ্ট কে ভালোবেসে কষ্টে আছি বেশ কষ্ট নিয়ে সুখি আমি কষ্ট নিয়ে দুঃখি কষ্ট গুলো বুকের মাঝে জমা করে রাখি,BanglaSAPM,Unsafe,Suicidal
"ভালো লাগে না কিছু। সব কিছুই বিষন্ন, বিরক্তিকর। মনটাকে কাজে বসাতে পারিনা। কিছুই ভালো লাগে না।       ",BanglaSAPM,Safe,Safe
ওই জন্যই বলে জুতো সোনার হলেও সেটা পায় রাখা উচিত ওটাকে কখনো মাথায় তুলতে নেই,bengali_hate,Safe,Safe
"যাজাকাল্লাহ প্রিয় শায়খ, ""মিজানুর রহমান আযহারী স্যার একটি জ্ঞান ও মেধার সমূদ্রের নাম।।যার প্রতিটি কথা এক একটি শিক্ষা নামক মুক্তার সমতূল্য।।যেখান থেকে নেওয়া যায় কুরআন-হাদীসের শিক্ষা।।আমরা যারা General লাইনে পড়াশুনা করেছি,,,কুরআন হাদীস সম্পর্কে অনেক কিছু জানার আগ্রহ ছিলো কিন্তু জানতে পারতামনা,তাদের জন্য আপনি হচ্ছেন ইসলামের আলোক বর্তিকা।।যার মেধার আলো দ্বারা আমরা ইসলামের আলোয় আলোকিত হতে পেরেছি।।বাংলার জমিনে আপনার এলেম যে প্রতিটি ঘরে ঘরে জন্মায়, ইসলাম কে আর এগিয়ে নেওয়ার জন্য। love and respect Always ",bangla_comment_dataset,Safe,Safe
"সালা পুটকিমারানী,,,,, নিজেরটা তো নিজেরটা দিয়াই মারস মডেল দিয়া করবি????? বুঝবার পারছি মডেল এর সাহায্যে তোর টায় ঠিক মতো ঢুকতেছে কিনা অথবা ঢুকার পরে যদি আটকায় যায় তাইলে মডেল দিয়া বের করবি তাই তো।",toxic_comments,Unsafe,Adult
"আজকে আন্দরকিল্লা, পুলিশ প্লাজা গিয়ে যা দেখলাম দেশে করোনা বলতে আসলে কিছুই নাই! সব চলতেসে নো প্রবলেম, শুধু শিক্ষা প্রতিষ্ঠান খুললেই মানুষ মরবে।",BanglaSAPM,Safe,Safe
বেয়াদব একটা স্তন হাত দিছে,Facebook,Unsafe,Adult
তুই মরলে মিউজিয়ামে রাখমু,toxic_comments,Unsafe,Harmful
সবগুলো দেখা শেষ,bangla_comment_dataset,Safe,Safe
"ভিক্ষা মানুষ মেয়েকে ভিক্ষা করতে দিলে ভালো হতো , কারণ আকাশে তারা মত জীবন উজ্জ্বল তা করে তবো অতিন্ধকে ভুলে যায়, অতিত কথাটা ",bengali_hate,Safe,Safe
কিছু কষ্টো আছে জমা এইনা মনের ঘরে  কিছুটা জল চোখটা বেয়ে অঝোর ধারায় ঝড়ে  চোখটা মুছে হঠাত আবার মিথ্যেকরে হাসি  হাসতে হাসতে খুঁজতে থাকি কেন ভালোবাসি,BanglaSAPM,Safe,Safe
"অাজ সারাবেলা তোমার সঙ্গে কাটিয়ে দেবো ওগো উতল হাওয়া।যৌবনে লেখা,কয়েকটি প্রেমপত্র,উড়ছে কেবল, পেয়ে বৈশাখী মাতাল হাওয়া।শেষ বিকেলের চিঠিহাতে পেয়ে, স্টেশনে এসে দেখি,বড্ড দেরি হয়েগেছে।হয়ে গেছে জীবনের অনেকটা পথ চলা।কবি ও কথাসাহিত্যিকমোঃ অারিফুজ্জামান অারিফ।",bangla_comment_dataset,Safe,Safe
