text,class,source,category
যখন তার উপর আমার রাগ হয় কিন্তু হঠাৎ মনে পরে যে তাকে আমি ভালোবাসি..! আমি*,Safe,Facebook,Safe
"আপনি যতই শিক্ষিত হোন বউয়ের কাছে ভুল হবে বন্ধু যখন বউ লইয়া আমার বাড়ীর সামনে দিয়া রঙ কইরা হাইট্টা যায়, ফাইট্টা যায় বুকটা ফাইট্টা যায় ফাইট্টা যায় বুকটা ফাইট্টা যায় অনুবাদ",Safe,Facebook,Safe
আপনি পারবেন এটা Rir Bhai's,Safe,Facebook,Safe
আমাি তো ভাবসিলাম মাইকেল জ্যাকসন নাকি,Adult,Facebook,Unsafe
আমার অওকাত,Safe,Facebook,Safe
কি একটা অবস্থা,Harmful,Facebook,Unsafe
"Shajalal Kabir বুয়াঃ ম্যাডাম, আমার দশ দিনের ছুডি লাগবো, দ্যাশে যামু। ম্যাডামঃ দশ দিন! বলিস কী, আমার সংসার জাহান্নামে যাবে। বুয়াঃ আমি কী করুম, দেশে আমার বইনের বিয়া ঠিক হইছে। ম্যাডামঃ এখানে তোর সাহেবের জামাকাপড় ধোয়া, জুতা পালিশ করা, অফিসের খাওয়া তৈরী, সকাল বিকেল চা এনে দেয়া, ঔষধ খাওয়ানো কে করবে তাহলে...? বুয়াঃ আপনে যুদি কন, তয় সাহেবরে নিয়া যাই...?",Safe,Facebook,Safe
"Bangladeshi guitarist Romo Romio played guitar following the rhythm of washing clothes. He shared the video on his official Facebook page & claimed it as a world record by captioning the video, ""No one has ever played guiter with the sound of washing clothes. I've set a record."" Romio consistently shared videos of innovative ways of playing guitar on his Facebook page. He played guitar under the blanket, under his own lungi. He even holds the unique record of playing guitar buried under the sands. ",Safe,Facebook,Safe
এই শহরে কেউ কারো নয়,Safe,Facebook,Safe
she* এটা আমার just একটা বন্ধু..! আমি* একটা বন্ধু*,Safe,Facebook,Safe
বয়স্ক পিচ্চি মানুষ চা খাবে নাকি অন্য কিছুর মজা নিবে,Safe,Facebook,Safe
আমার কাছে আছে শ্যাটা ভাঙ্গা লসন,Adult,Facebook,Unsafe
শুধু লিজেন্ডা বুঝবে,Adult,Facebook,Unsafe
এই বিশ্ববিদ্যালয়ে ভর্তি হতে কোথায় কোচিং করতে হবে?,Safe,Facebook,Safe
তটিনীর হাসির রহস্যটা বুঝলাম না,Adult,Facebook,Unsafe
100% REAL Don't try at this home,Harmful,Facebook,Unsafe
তোরা আমার নকল করছিস,Harmful,Facebook,Unsafe
এটা কি দিয়ে মারলো,Adult,Facebook,Unsafe
PRESS CAT news,Harmful,Facebook,Unsafe
Business Government Job Corporate Job No Job,Adult,Facebook,Unsafe
ভাই এটা কি করলি,Adult,Facebook,Unsafe
তাই কাউকে দেখে হাসতে নেই,Safe,Facebook,Safe
এইবার শীতে কোলবালিশের ছুটি ছোট মরিচে ঝাল বেশি এই শীতে বউ লাগবে কার *লে বন্ধু,Adult,Facebook,Unsafe
ফলো দাও সবাই,Adult,Facebook,Unsafe
সবই বুঝলাম কিন্তু মাথার উপর এটা কি,Safe,Facebook,Safe
"Shajalal Kabir আজকে আব্বারে জিগাইলাম আব্বা ছোটবেলায় তো অনেক কড়া শাসনে রাখছেন ১৯-২০ হইলেই সেই মারা মারছেন এখন তো আমি বড় হয়েছি, বিদেশ আইছি চাইলেও এখন আমারে দেখতেও পারেন না মারা তো দূরের কথা একটু ছুইতেও পারেন না, আমাদের কতটুকু মিস করেন কন তো, আব্বায় কলটা কাইটা দিলো, পরে আম্মায় কল দিয়া কয় তোর আব্বারে কী কইছোস কল কাটার পর অনেকক্ষণ কানলো।",Safe,Facebook,Safe
Thanks for being a top engager and making it on to my weekly engagement list! Toma Afrin Keya Afrin Kona পরশি চৌধুরী Abdullah Al Rafi Local Chele Simu Islam Thank You,Safe,Facebook,Safe
ছেলে vs মেয়েদের রান্না,Adult,Facebook,Unsafe
তুমি আমার মনে ছিলে আছো আর থাকবে কথা না হলেও ভালোবাসা রয়ে যাবে,Safe,Facebook,Safe
আমি তোমাকে একটা surprise দিবো 3 seconds <3 2 seconds <3 1 seconds <3 এই নেও এটা তোমার জন্য 0 seconds <3,Safe,Facebook,Safe
খবরঃ কয়লা নিয়ে মোংলা বন্দরে এলো চীনের জাহাজ দেশের সরকার ও জনগন,Safe,Facebook,Safe
সাকিব আল হাসান to বাংলাদেশী ক্রিকেট ফ্যান,Safe,Facebook,Safe
"Plan A: প্লিজ বলো, তুমিও আমাকে ভালোবাসো! Plan B:",Suicidal,Facebook,Unsafe
বেঁচে আছি আগুনে পুড়ে মৃত্যুর অপেক্ষায় বেঁচে আছি - উন্নয়নের গার্ডার পড়ে মৃত্যুর অপেক্ষায় বেঁচে আছি - সড়ক দূর্ঘটনায় মৃত্যুর অপেক্ষায় বেঁচে আছি - ভবন ধ্বসে মৃত্যুর অপেক্ষায় বেঁচে আছি - গেস্টরুমে অত্যাচারে মৃত্যুর অপেক্ষায় বেঁচে আছি  ভুল চিকিৎসায় মৃত্যুর অপেক্ষায় বেঁচে আছি - ম্যানহোলে পড়ে মৃত্যুর অপেক্ষায় বেঁচে আছি - রাস্তায় পড়ে থাকা ইলেকট্রিক তারে মৃত্যুর অপেক্ষায় বেঁচে আছি লঞ্চ ডুবিতে মৃত্যুর অপেক্ষায় বেঁচে আছি - বিচার বহির্ভূত হস্তক্ষেপে মৃত্যুর অপেক্ষায় এভাবেই বেঁচে আছি মৃত্যুর অপেক্ষায়,Suicidal,Facebook,Unsafe
হাতটা ভিতরে রাখ ভাই আমিতো সিংহ একটু ভয় পেয়ে সম্মান তো দেখাবি নাকি,Harmful,Facebook,Unsafe
বৃহস্পতিবার রাতে ঢাকার রাস্তা থেকে পাওয়া কিছু ফুটেজ,Harmful,Facebook,Unsafe
"সহবাস করার পর কখনোই প্রসব করবেন না, কারণ যদি প্রসব করার পর সহবাস করেন, তাহলে আপনার পেটে বাচ্চা হবে না। কারণ এতে করে আপনার স্বামীর বীর্য... আপনার প্রসবের রাস্তা দিয়ে বেরিয়ে যাবে।",Adult,Facebook,Unsafe
কি যে করতাম,Adult,Facebook,Unsafe
"এইটা আবার কী জিনিস রে ভাই... যে কাজটা করছে, হালায় মনে হয় পাওয়ারফুল!",Adult,Facebook,Unsafe
এটাই হলো বাংলাদেশের নাটকের অবস্থা। লিজেন্ডরা বুঝবে।,Adult,Facebook,Unsafe
"বিয়ের ৬ মাস পর জেবিন তার মাকে ফোন করেছে।জেবিন: মা, তোমরা আমার বিয়েতে যে খাট দিয়েছিলে, সেটা অনেক ছোট হয়।মা: কি! তুই এই কথা বলছিস? আগে বললে তো সেটা চেঞ্জ করে দেওয়া যেত।জেবিন: এতদিন তো পা সোজা করার সুযোগ পাইনি। এখন পাচ্ছি, তাই বুঝতে পারছি!",Adult,Facebook,Unsafe
কাপড় খুলে কেনো,Adult,Facebook,Unsafe
বাচ্চাকে রেডি করতে কেনো এত লেট হয়? মুখে না বলে তাকে প্র্যাকটিকালি দেখিয়ে দিলাম। এখন ঠিক আছে না?,Adult,Facebook,Unsafe
